"gene","gene_len","transcript_len","intron_len"
"Vil1",26370,3392,22978
"Usp37",108777,7454,101323
"Rqcd1",24803,3286,21517
"Plcd4",24006,4212,19794
"Zfp142",23084,8847,14237
"Bcs1l",4150,1896,2254
"Rnf25",7684,2294,5390
"Stk36",35445,5496,29949
"Ttll4",40188,8333,31855
"Cyp27a1",24751,2324,22427
"Prkag3",10669,3153,7516
"Wnt6",30979,2308,28671
"Gm29539",3774,2461,1313
"Gm32099",8165,805,7360
"Wnt10a",12158,1962,10196
"Gm32275",22720,2439,20281
"Gm16582",30212,3083,27129
"Cdk5r2",2704,2704,0
"Fev",3900,1479,2421
"Cryba2",8910,990,7920
"Mir375",64,64,0
"Ccdc108",33558,8459,25099
"Ihh",6334,2444,3890
"Nhej1",79308,860,78448
"Slc23a3",9683,3396,6287
"Cnppd1",7519,3373,4146
"Fam134a",5124,2557,2567
"Zfand2b",2981,1299,1682
"Abcb6",8644,2934,5710
"Atg9a",11150,4399,6751
"Ankzf1",7228,3381,3847
"Glb1l",12582,4840,7742
"Stk16",4778,3011,1767
"Tuba4a",4887,2488,2399
"A630095N17Rik",12139,1301,10838
"Dnajb2",9290,3223,6067
"Ptprn",17463,3993,13470
"Resp18",6259,790,5469
"Dnpep",9090,2216,6874
"Des",8288,3065,5223
"Gm15179",6806,676,6130
"Speg",57024,13430,43594
"Gmppa",7265,1875,5390
"Asic4",23831,2650,21181
"Gm32506",4435,1919,2516
"Chpf",4903,3235,1668
"Tmem198",6162,2185,3977
"Obsl1",20628,6405,14223
"Inha",3290,1919,1371
"Stk11ip",15807,4513,11294
"Slc4a3",13391,5681,7710
"LOC102638885",600,600,0
"Gm5257",844,844,0
"Gm32622",102436,1499,100937
"Gm29065",3230,1618,1612
"Gm32737",11236,1861,9375
"Gm17751",12896,2188,10708
"Mir6343",84,84,0
"LOC102638999",584,584,0
"Tfdp1-ps",1823,1823,0
"Epha4",147922,6375,141547
"Mir6352",116,116,0
"Gm32793",80193,12667,67526
"Gm32974",37916,2987,34929
"Gm33083",125751,1500,124251
"Gm33030",101844,703,101141
"Pax3",96281,5650,90631
"Gm33152",3069,1955,1114
"Gm2102",4016,3581,435
"Sgpp2",110789,5039,105750
"Gm33402",1465,1350,115
"Gm28410",16399,4586,11813
"Gm19072",627,627,0
"Farsb",70940,2615,68325
"Mogat1",27114,1316,25798
"LOC105243959",28350,936,27414
"5730419F03Rik",14148,1488,12660
"Acsl3",49919,3950,45969
"Utp14b",9777,3981,5796
"Gm33640",1619,1316,303
"LOC102642773",26171,3047,23124
"Gm33693",14311,1228,13083
"Gm6159",1724,1724,0
"Gm29536",432873,3267,429606
"Kcne4",3077,2463,614
"Gm5830",1717,1717,0
"Scg2",5453,2516,2937
"Gm19027",1355,1355,0
"Ap1s3",65145,3116,62029
"Wdfy1",73786,5619,68167
"Mrpl44",5428,1424,4004
"LOC105243960",4400,2107,2293
"Serpine2",66857,2271,64586
"Gm5529",1229,1229,0
"Gm28071",566,566,0
"Gm33970",1284,691,593
"Fam124b",31536,4174,27362
"2310015K22Rik",21475,2288,19187
"Gm34098",12063,1041,11022
"Cul3",75153,4503,70650
"LOC105243961",4205,4128,77
"Gm6189",2079,2079,0
"LOC105242389",69933,2006,67927
"1700016L21Rik",29729,394,29335
"Dock10",257637,9975,247662
"Nyap2",289293,13909,275384
"Gm6198",3327,3327,0
"Gm5530",1435,1435,0
"Gm7516",706,706,0
"Mir6344",104,104,0
"Irs1",58335,9163,49172
"Gm34227",16596,9192,7404
"Rhbdd1",128910,4027,124883
"Col4a4",138431,10618,127813
"Col4a3",135139,8609,126530
"LOC105243964",8713,2968,5745
"LOC105243963",5870,4314,1556
"Mff",27496,2097,25399
"LOC105243962",1793,1664,129
"Tm4sf20",11808,1503,10305
"Gm19257",1145,899,246
"Gm34286",6797,1549,5248
"Gm17764",1268,1268,0
"Gm34450",11776,8209,3567
"Agfg1",61542,7940,53602
"Gm7553",2406,2406,0
"Slc19a3",26337,3543,22794
"Gm7539",810,810,0
"Krtap28-13",980,980,0
"Ccl20",2424,879,1545
"Daw1",50836,4589,46247
"Gm6244",838,838,0
"Sphkap",152947,7520,145427
"Gm6374",1773,1773,0
"4933436I20Rik",68043,1508,66535
"Pid1",248383,2786,245597
"Gm18304",543,543,0
"Mir6353",113,113,0
"Dner",326383,3632,322751
"Mir5126",77,77,0
"Trip12",128820,12041,116779
"Fbxo36",60647,1780,58867
"Slc16a14",29825,3942,25883
"LOC105243965",746,349,397
"Gm15433",7568,3097,4471
"Rpl19-ps1",702,702,0
"Gm7582",2510,2510,0
"Gm2389",1489,1489,0
"Gm18342",10577,10577,0
"A530032D15Rik",22363,4553,17810
"Gm35498",6079,516,5563
"LOC102638555",160443,2059,158384
"LOC102638435",23580,1781,21799
"Gm7609",15804,3327,12477
"C130026I21Rik",29281,2923,26358
"LOC105243967",24087,674,23413
"LOC105243966",4214,490,3724
"Gm16026",10178,1144,9034
"LOC105243968",13747,1001,12746
"Gm2666",43997,2192,41805
"Gm31483",3440,236,3204
"Gm2427",28647,1611,27036
"LOC101055758",19505,3681,15824
"Sp110",33151,3263,29888
"Sp140",44407,2554,41853
"LOC102634459",1482,1022,460
"Sp100",60159,4634,55525
"A630001G21Rik",19574,2183,17391
"LOC105246646",263,134,129
"Mir8096",127,127,0
"9930111H07Rik",9424,821,8603
"Cab39",58168,4031,54137
"Itm2c",14189,2024,12165
"Gm32302",6734,1303,5431
"Gm32156",1928,1252,676
"4933407L21Rik",3274,1148,2126
"Gpr55",58362,5689,52673
"LOC105246647",16228,1005,15223
"Gm18180",1484,1484,0
"LOC105246648",2232,2148,84
"Spata3",12119,2709,9410
"2810459M11Rik",9594,3331,6263
"Psmd1",74677,3256,71421
"Htr2b",16117,6065,10052
"Armc9",123553,8670,114883
"Gm16341",20729,2427,18302
"Gm28626",1975,1630,345
"B3gnt7",4085,2595,1490
"Gm5258",2167,483,1684
"Ncl",14737,8706,6031
"Snora75",116,116,0
"Gm24148",147,147,0
"Snord82",68,68,0
"C130036L24Rik",8391,1266,7125
"Nmur1",1817,1218,599
"1700019O17Rik",1721,1721,0
"Gm32700",11515,591,10924
"Gm32758",7948,1513,6435
"LOC105246649",7403,1114,6289
"Rpl30-ps6",459,459,0
"Ptma",3963,1192,2771
"Pde6d",39781,1386,38395
"Cops7b",23599,2527,21072
"LOC105246650",17176,780,16396
"Nppc",4281,1042,3239
"Dis3l2",346319,3274,343045
"Gm32879",4589,4543,46
"Gm6136",947,947,0
"LOC105246651",7809,3538,4271
"Gm28375",10937,498,10439
"Akp-ps1",2976,2976,0
"LOC105246652",673,562,111
"Gm29371",18333,2160,16173
"Alppl2",9561,2687,6874
"Alpi",3605,2337,1268
"Akp3",2905,1680,1225
"Ecel1",14212,6831,7381
"Gm33292",21333,423,20910
"Prss56",5312,2294,3018
"Chrnd",9474,2965,6509
"Chrng",6600,2685,3915
"Eif4e2",26579,8791,17788
"Efhd1",46532,1909,44623
"LOC105246653",15665,671,14994
"Gigyf2",123830,6528,117302
"Kcnj13",8446,1349,7097
"3110079O15Rik",5267,533,4734
"Ngef",97042,3384,93658
"Gm6153",1798,1798,0
"Neu2",23819,2359,21460
"Inpp5d",100199,5173,95026
"Gm33470",25114,833,24281
"Gm33517",12175,1478,10697
"Atg16l1",36423,3311,33112
"Scarna6",248,248,0
"Sag",41479,1906,39573
"LOC102642389",5093,1254,3839
"Dgkd",91218,8583,82635
"Gm19582",2682,2570,112
"Usp40",63457,7206,56251
"Gm5832",1879,1879,0
"Gm15375",858,858,0
"LOC100418104",24024,24024,0
"Ugt1a10",164592,3242,161350
"Ugt1a9",149224,3216,146008
"Ugt1a7c",125002,3294,121708
"Ugt1a6b",115742,2293,113449
"LOC100418105",834,834,0
"Ugt1a6a",85194,3302,81892
"LOC100418106",844,844,0
"LOC100418107",796,796,0
"Ugt1a5",53991,3208,50783
"Gm15368",849,849,0
"Gm15376",804,804,0
"Ugt1a2",19392,3206,16186
"Dnajb3",1017,1017,0
"Ugt1a1",8044,3229,4815
"Mroh2a",35302,8605,26697
"Hjurp",18778,8493,10285
"Trpm8",82142,4299,77843
"4930453O03Rik",4786,1695,3091
"Spp2",21334,979,20355
"Gm29538",19234,1229,18005
"Gm28888",37645,3870,33775
"Glrp1",10196,1957,8239
"Gm19589",10650,2622,8028
"LOC105246654",3269,1242,2027
"Arl4c",3967,3967,0
"2410088K16Rik",844,476,368
"Gm4753",1333,1333,0
"Gm34194",39880,3930,35950
"1700067G17Rik",6098,603,5495
"Gm18699",601,601,0
"Sh3bp4",84623,5214,79409
"Gm34331",4997,4760,237
"Gm5259",858,858,0
"C030007H22Rik",45792,591,45201
"LOC105246655",6612,1375,5237
"Agap1",440472,9581,430891
"Gm34467",2378,2333,45
"LOC105246657",26350,6554,19796
"LOC105246656",8038,2494,5544
"4933400F21Rik",7386,3611,3775
"Gbx2",3215,2126,1089
"LOC102637806",4228,1350,2878
"Asb18",62372,4044,58328
"LOC105246658",4000,2052,1948
"Gm34616",3134,2503,631
"Iqca",111270,3423,107847
"4930434B07Rik",5938,1362,4576
"Ackr3",11745,2321,9424
"Gm34930",14391,2249,12142
"LOC105246659",13890,2537,11353
"LOC102638195",20060,5213,14847
"Gm34992",114035,2808,111227
"LOC105246660",50722,3896,46826
"Gm35048",18177,3000,15177
"LOC105246661",20811,1368,19443
"LOC105246662",34779,820,33959
"Gm35192",410,333,77
"Cops8",9917,1843,8074
"Gm35242",5941,3837,2104
"Gm9991",5190,1202,3988
"Gm35332",17047,1031,16016
"LOC105246663",5253,3363,1890
"Col6a3",77112,10841,66271
"Gm35381",21371,1419,19952
"Mlph",36121,4562,31559
"Prlh",3114,1279,1835
"Rab17",11542,2004,9538
"Lrrfip1",130487,6503,123984
"Rbm44",25827,4025,21802
"Gm35443",295,295,0
"Gm7776",876,876,0
"Ramp1",45375,4056,41319
"Ube2f",36211,2359,33852
"LOC102639127",4185,4185,0
"Scly",22786,2400,20386
"Espnl",27140,6356,20784
"Klhl30",11332,3020,8312
"Fam132b",8056,3083,4973
"Ilkap",24996,3393,21603
"1700020N18Rik",1151,547,604
"Hes6",2396,2081,315
"Per2",43415,6012,37403
"Gm35591",19514,11295,8219
"Gm28382",5993,2025,3968
"Gm19085",2281,2281,0
"Traf3ip1",34718,5002,29716
"Asb1",20132,7385,12747
"Gm28380",16531,3571,12960
"Twist2",46551,1312,45239
"Hdac4",251607,10260,241347
"LOC105246664",9225,594,8631
"Gm35992",14064,1303,12761
"Ndufa10",34051,1220,32831
"Mir6900",60,60,0
"Olfr1416",939,939,0
"Olfr1415",936,936,0
"Olfr1414",7468,1189,6279
"Olfr1413",1082,1082,0
"Olfr1412",966,966,0
"Olfr1411",972,972,0
"Olfr1410",969,969,0
"Olfr12",1121,1121,0
"Myeov2",4841,711,4130
"Otos",4624,2427,2197
"LOC102641120",16521,1326,15195
"Gm36102",8937,1012,7925
"Gpc1",28526,4281,24245
"Mir149",66,66,0
"Ankmy1",43143,4885,38258
"Gm36184",3959,3749,210
"Dusp28",1632,1491,141
"5033417F24Rik",2547,2104,443
"Rnpepl1",9761,3872,5889
"9430060I03Rik",17065,1689,15376
"Capn10",13541,2877,10664
"Gpr35",35530,5767,29763
"Gm36424",784,453,331
"Gm18697",673,673,0
"Aqp12",5936,1088,4848
"Kif1a",86436,8616,77820
"Gm36472",1085,744,341
"Agxt",10182,1553,8629
"2310007B03Rik",9620,2406,7214
"E030010N08Rik",62645,8926,53719
"Sned1",65251,9544,55707
"Mir6901",62,62,0
"Mterf4",6755,3410,3345
"LOC105246665",2834,623,2211
"Pask",33914,8038,25876
"Ppp1r7",23975,3835,20140
"Mir6902",64,64,0
"Mir6345",128,128,0
"Ano7",30509,4224,26285
"Hdlbp",72978,7047,65931
"Sept2",30767,3600,27167
"Farp2",109873,3912,105961
"LOC105246666",4387,3092,1295
"Gm18874",541,541,0
"Stk25",33466,3590,29876
"Bok",10069,1432,8637
"Thap4",49449,2268,47181
"Atg4b",34497,3297,31200
"Dtymk",9359,1310,8049
"Ing5",20051,6221,13830
"D2hgdh",27551,4168,23383
"Gal3st2",15151,2846,12305
"Gm30204",8895,451,8444
"Gm18666",9960,9960,0
"Gm9994",24209,2865,21344
"Gm7889",18066,1093,16973
"Gm6086",21031,4174,16857
"Neu4",7889,4642,3247
"Pdcd1",14249,1930,12319
"Gm7891",1565,1203,362
"Gm7895",1184,1184,0
"4930440C22Rik",5031,1565,3466
"Gm5264",850,850,0
"Fam174a",21657,2107,19550
"Gm15427",603,603,0
"Rnu7-ps2",63,63,0
"St8sia4",79968,5732,74236
"Gm30431",5784,1659,4125
"4930598F16Rik",15335,761,14574
"1700063A18Rik",31100,356,30744
"LOC105246667",13449,1219,12230
"Gm30490",1656,114,1542
"4930533P14Rik",50517,583,49934
"Gm1833",751,751,0
"Slco4c1",53388,2394,50994
"Panct2",10916,4818,6098
"Slco6b1",91385,2475,88910
"Gm9499",1171,1171,0
"Gm6430",2156,2156,0
"Slco6c1",68894,2535,66359
"Gm7133",147856,2735,145121
"Gm7135",132910,2761,130149
"LOC105246668",5402,4726,676
"D1Ertd622e",18117,3768,14349
"Ppip5k2",64208,6516,57692
"Gin1",23543,2889,20654
"Pam",274542,4112,270430
"LOC105246670",12727,3339,9388
"Gm31771",14446,962,13484
"Gm3531",846,846,0
"B230216N24Rik",16671,1178,15493
"LOC105246669",6200,4411,1789
"1810006J02Rik",13189,1687,11502
"Gm29461",17271,4396,12875
"Gm7952",763,763,0
"Slco6d1",95901,3165,92736
"Gm3555",2284,2284,0
"Gm7967",175558,692,174866
"Gm18248",1932,1932,0
"Cntnap5b",713820,6036,707784
"Tdpx-ps1",896,896,0
"Gm19029",570,570,0
"LOC105246671",2522,1005,1517
"Gm18700",559,559,0
"Gm18185",667,667,0
"Gm20268",19435,886,18549
"Gm31973",17477,952,16525
"Psmb6-ps2",814,814,0
"Gm18969",730,730,0
"Gm3116",388554,388554,0
"LOC102634495",269,269,0
"Gm18728",598025,598025,0
"LOC105246672",18296,262,18034
"Gm18447",605,605,0
"Gm5260",766,766,0
"Cdh20",226663,3722,222941
"LOC105246673",9263,427,8836
"Gm29012",11495,1051,10444
"Rnf152",79794,9142,70652
"Gm17634",5483,1144,4339
"LOC105246674",27364,516,26848
"Gm3608",2958,2958,0
"Pign",145301,8410,136891
"LOC102634805",460,460,0
"Gm8004",667,667,0
"2310035C23Rik",91289,5538,85751
"Gm10193",387,387,0
"Tnfrsf11a",67259,5022,62237
"LOC105246675",13651,1654,11997
"LOC105246676",30663,664,29999
"Gm18801",536,536,0
"Gm7160",10946,484,10462
"Zcchc2",43672,6676,36996
"LOC105246677",18267,3131,15136
"Gm20753",18900,545,18355
"Phlpp1",222377,6104,216273
"Gm6651",324,324,0
"LOC105246678",9312,5721,3591
"Bcl2",176113,7750,168363
"Mir3473f",136,136,0
"LOC105246679",11190,11156,34
"Kdsr",39421,5809,33612
"Vps4b",25938,3272,22666
"Serpinb5",22234,2766,19468
"Pou2f3-rs1",2184,2184,0
"Serpinb12",22632,1735,20897
"Serpinb13",20212,1607,18605
"Rn4.5s-ps1",297,297,0
"Gm8080",5189,1155,4034
"Serpinb3a",6717,1629,5088
"Serpinb3d",5963,1253,4710
"Gm15388",723,723,0
"Serpinb3b",7154,1632,5522
"Gm8084",1186,1186,0
"Serpinb3c",7171,1659,5512
"Gm32560",1559,667,892
"Gm8089",10433,408,10025
"Serpinb11",18162,1699,16463
"Serpinb7",53204,2149,51055
"Serpinb2",24709,2229,22480
"Serpinb10",31742,5312,26430
"Gm18249",1775,1775,0
"Serpinb8",20548,4864,15684
"Gm15389",6507,666,5841
"D830032E09Rik",33689,2219,31470
"Gm18448",608,608,0
"LOC105246681",13359,280,13079
"LOC105246680",6634,467,6167
"Gm5702",2792,2792,0
"Gm6679",1869,1869,0
"Gm17847",1280,1280,0
"Gm8141",1953,1953,0
"Cdh7",159591,7947,151644
"LOC105246682",1620,468,1152
"Gm18552",541,541,0
"Gm3332",921,921,0
"Gm6693",813,813,0
"Cdh19",89592,4671,84921
"LOC102635409",7929,251,7678
"Gm8173",3057,2177,880
"Dsel",6218,5764,454
"Gm6028",698,698,0
"Gm17752",8190,7237,953
"Gm6717",852,614,238
"Gm19086",1000,1000,0
"Gm29691",1371,1030,341
"Gm32810",25510,10638,14872
"Gm18506",702,702,0
"Gm18406",676,676,0
"LOC105246683",95401,211,95190
"Gm8204",2169,2169,0
"LOC105246684",3700,226,3474
"Gm17946",539,539,0
"Gm18181",801,801,0
"Gm32985",4402,413,3989
"LOC105246685",27193,257,26936
"Gm33042",2902,538,2364
"Gm4854",607,607,0
"Gm17916",1175,1175,0
"Cntnap5a",902827,11284,891543
"Gm17777",1287,1287,0
"Zfp813-ps",22905,22905,0
"Gm18182",4502,4502,0
"B020011L13Rik",22225,2709,19516
"Gm7195",1601,1601,0
"Gm7200",1165,1165,0
"Tsn",12616,3040,9576
"Nifk",11989,1894,10095
"Gm28867",3629,653,2976
"Clasp1",220405,8669,211736
"2900060B14Rik",597,597,0
"Tfcp2l1",57246,9292,47954
"Gli2",219559,7692,211867
"Mir6346",81,81,0
"LOC105246686",33813,3855,29958
"Gm8321",1186,1186,0
"Gm3508",795,795,0
"Gm33388",15314,3040,12274
"Inhbb",6784,4255,2529
"LOC105246687",1194,612,582
"Gm33490",3979,562,3417
"Gm33575",1542,666,876
"LOC105242517",804,259,545
"Ralb",34478,2313,32165
"Tmem185b",2830,2830,0
"3830432H09Rik",6686,2414,4272
"Epb4.1l5",104105,12461,91644
"Ptpn4",185076,10822,174254
"Gm8338",899,899,0
"Gm3551",728,728,0
"Gm28209",29205,7617,21588
"Tmem177",5279,3301,1978
"Cfap221",74132,5336,68796
"Gm17973",518,518,0
"Gm33817",1768,774,994
"Sctr",56659,4835,51824
"Gm33764",4843,3936,907
"LOC105246688",5980,392,5588
"Tmem37",6693,1306,5387
"LOC105246689",13853,2402,11451
"LOC105246690",15560,523,15037
"Dbi",7817,745,7072
"3110009E18Rik",67076,2792,64284
"Steap3",44669,3304,41365
"C1ql2",2593,2000,593
"Marco",30547,1985,28562
"LOC105246691",2850,418,2432
"En1",5601,2692,2909
"Gm34352",8352,2430,5922
"2610027F03Rik",149181,8476,140705
"LOC105246692",37455,341,37114
"Gm34584",16651,2905,13746
"Gm34641",27953,596,27357
"Gm34698",23688,488,23200
"Celrr",33571,1580,31991
"LOC105246693",22723,920,21803
"Insig2",29302,4646,24656
"2210011K15Rik",6343,3369,2974
"Gm35243",3423,1640,1783
"Ccdc93",75394,7256,68138
"Gm34815",2067,2067,0
"Htr5b",19555,3044,16511
"Ddx18",14151,2405,11746
"Gm15394",1334,1334,0
"Gm8392",832,832,0
"Gm28590",47036,1609,45427
"Gm8403",1262,1262,0
"Dpp10",1513823,5075,1508748
"LOC105246695",4246,2944,1302
"Gm28929",2876,2876,0
"Gm18875",879,879,0
"LOC105246694",12704,8273,4431
"Gm35355",12403,322,12081
"Actr3",42823,2746,40077
"Slc35f5",35367,3314,32053
"Gm18444",1128,1128,0
"Gpr39",196867,2690,194177
"LOC105246696",7778,3922,3856
"Lypd1",45552,7073,38479
"Nckap5",917262,16732,900530
"Gm35562",55849,16146,39703
"LOC105246697",8788,2299,6489
"LOC102639337",42590,1770,40820
"LOC105246698",6970,881,6089
"Gm5261",812,812,0
"Mgat5",283358,8532,274826
"Gm8451",543,543,0
"LOC105246701",4845,1860,2985
"Gm35734",55604,9275,46329
"LOC105246700",28693,3833,24860
"Tmem163",189278,3131,186147
"Gm35902",1817,1685,132
"Gm35993",22262,750,21512
"Acmsd",38152,2303,35849
"2900009J06Rik",20438,464,19974
"LOC105246699",2733,1291,1442
"Ccnt2",30674,3514,27160
"Map3k19",40652,5756,34896
"Rab3gap1",75140,4437,70703
"Zranb3",148871,15790,133081
"Gm28800",5112,3072,2040
"Gm8283",886,886,0
"Rpl28-ps1",496,496,0
"R3hdm1",134446,5186,129260
"Gm29383",966,966,0
"Mir128-1",70,70,0
"Ubxn4",35481,4380,31101
"LOC105246702",1091,971,120
"Lct",43555,6166,37389
"Mcm6",28066,2901,25165
"Dars",53710,2509,51201
"Gm6170",1790,1790,0
"LOC105246703",7052,231,6821
"Cxcr4",4117,1857,2260
"Thsd7b",945975,15058,930917
"Gm36347",7465,522,6943
"LOC100534274",1364,1364,0
"Rpl31-ps9",495,495,0
"Gm29428",2216,2216,0
"LOC105246704",6510,665,5845
"Daf2",34510,1532,32978
"Gm15674",16425,3945,12480
"LOC105246705",4376,689,3687
"Cd55",25817,4682,21135
"Gm16083",42022,3680,38342
"Zp3r",85015,4932,80083
"C4bp",25698,1904,23794
"C4bp-ps1",11370,754,10616
"Pfkfb2",40211,9621,30590
"Yod1",4747,3843,904
"AA986860",12647,2909,9738
"Gm28857",1413,780,633
"Gm28856",15154,569,14585
"Fcamr",34057,7523,26534
"LOC102640771",7057,4235,2822
"Pigr",25566,3849,21717
"Faim3",15014,1491,13523
"Il24",5340,1118,4222
"Il20",4105,824,3281
"Il19",12802,1121,11681
"LOC105246706",9043,693,8350
"Il10",5126,1306,3820
"Mapkapk2",43844,2625,41219
"Dyrk3",9794,2137,7657
"Eif2d",34490,9043,25447
"Gm30027",412,332,80
"Rassf5",68769,3789,64980
"Gm17796",1552,1552,0
"Gm29953",21779,7192,14587
"Ikbke",25026,4060,20966
"Srgap2",242119,11909,230210
"Fam72a",11884,2105,9779
"Avpr1b",12887,4148,8739
"Gm8532",2484,2484,0
"Ctse",37194,2120,35074
"5430435G22Rik",26762,4785,21977
"Gm30104",2538,2265,273
"Slc26a9",27483,4856,22627
"Pm20d1",24035,4424,19611
"Slc41a1",20852,4660,16192
"Rab29",5678,1445,4233
"Nucks1",25864,6096,19768
"Slc45a3",20058,3557,16501
"Elk4",25379,11990,13389
"Mfsd4",45257,9198,36059
"LOC105246707",2648,1638,1010
"Cdk18",26411,3390,23021
"Gm30153",766,636,130
"Gm30242",4738,2198,2540
"Gm29695",21335,9136,12199
"Lemd1",66696,2636,64060
"Mir135b",97,97,0
"Gm29630",9778,324,9454
"LOC102632560",12852,753,12099
"Gm7241",567,567,0
"Klhdc8a",8868,4405,4463
"Nuak2",17364,3341,14023
"Gm30744",3518,3107,411
"F730311O21Rik",10723,8226,2497
"Tmcc2",35493,4790,30703
"Dstyk",49779,10519,39260
"LOC102633047",12328,3255,9073
"Rbbp5",28319,3652,24667
"Tmem81",2410,1742,668
"Cntn2",33827,10011,23816
"Nfasc",177145,13165,163980
"Gm10538",3474,1879,1595
"Gm31101",607,203,404
"Lrrn2",59651,3346,56305
"Gm31159",1921,1743,178
"LOC105242414",10039,2178,7861
"Mdm4",44483,7438,37045
"Gm29257",636,636,0
"LOC105246708",9138,1317,7821
"Pik3c2b",63017,8810,54207
"Gm28609",21677,3297,18380
"Gm31273",452,418,34
"Ppp1r15b",8635,5588,3047
"Plekha6",139665,12565,127100
"Gm19461",19957,3112,16845
"Golt1a",13204,1842,11362
"Kiss1",7836,1584,6252
"Ren1",9647,1423,8224
"Etnk2",16831,2363,14468
"Sox13",41913,4530,37383
"Gm8596",851,851,0
"Snrpe",6410,492,5918
"Zc3h11a",41532,4877,36655
"Zbed6",5007,5007,0
"Lax1",14005,2983,11022
"Atp2b4",98364,8846,89518
"Mir6903",88,88,0
"LOC105246709",12618,1293,11325
"Gm28441",3184,1343,1841
"Gm31515",31370,1147,30223
"Optc",12522,5793,6729
"Prelp",19673,3991,15682
"Gm31629",29168,3551,25617
"Gm18970",938,938,0
"Fmod",10763,2859,7904
"LOC105246710",963,624,339
"Btg2",4291,3083,1208
"Gm31974",2155,1202,953
"Gm32039",4357,4004,353
"Gm8618",521,521,0
"Chit1",40300,1894,38406
"Chil1",7868,2065,5803
"Mybph",7818,2620,5198
"Adora1",36243,5819,30424
"Gm32221",4419,567,3852
"Myog",2545,1480,1065
"Ppfia4",47968,6645,41323
"Gm32267",4846,1608,3238
"Tmem183a",15905,3331,12574
"4933406M09Rik",5577,2728,2849
"Cyb5r1",6180,2644,3536
"Adipor1",16969,2522,14447
"Klhl12",35381,3339,32042
"Rabif",13226,1960,11266
"Gm29376",14531,3644,10887
"Mgat4e",8742,1832,6910
"Kdm5b",72706,6389,66317
"Syt2",106586,7940,98646
"Ppp1r12b",201301,12855,188446
"Gm32670",32380,3060,29320
"Ube2t",11616,1134,10482
"Lgr6",122075,7009,115066
"Ptprv",24078,6089,17989
"Ptpn7",13489,3758,9731
"Arl8a",9435,1702,7733
"Gpr37l1",7432,2253,5179
"LOC105246711",13746,1259,12487
"Gm4204",1233,1233,0
"Elf3",4992,2093,2899
"Rnpep",21725,2681,19044
"LOC102635410",475,475,0
"Timm17a",12203,917,11286
"LOC105246712",2910,678,2232
"Lmod1",43253,3942,39311
"Shisa4",4221,1665,2556
"Ipo9",48188,6609,41579
"Nav1",253537,14763,238774
"Mir1231",81,81,0
"Gm32940",20905,7910,12995
"LOC105246713",1140,1083,57
"Gm4793",15349,4801,10548
"Gm32835",3642,2078,1564
"Gm33139",5514,2889,2625
"Csrp1",23033,1770,21263
"Phlda3",3050,1467,1583
"Tnni1",27955,1510,26445
"Lad1",14744,2992,11752
"Tnnt2",15953,1303,14650
"Pkp1",47967,4823,43144
"Igfn1",87638,9714,77924
"Tmem9",26812,1750,25062
"Ascl5",567,567,0
"Cacna1s",67018,6578,60440
"Gm15850",3465,508,2957
"Kif21b",46641,9329,37312
"Mroh3",31781,6022,25759
"5730559C18Rik",20768,5589,15179
"Gm3878",8582,1564,7018
"Gpr25",1960,1960,0
"Camsap2",78009,7931,70078
"9230116N13Rik",3604,2097,1507
"Ddx59",40920,3048,37872
"Kif14",89649,10209,79440
"Gm29486",1337,1337,0
"Gm29485",2158,955,1203
"Gm33994",3818,2794,1024
"Zfp281",5491,5275,216
"Gm34056",12289,658,11631
"LOC105246714",20474,2337,18137
"Gm19705",7410,489,6921
"Gm16880",29518,1199,28319
"Mif-ps1",505,505,0
"Gm29718",808,808,0
"Gm17781",1129,721,408
"Nr5a2",117887,5092,112795
"Rnu7-ps3",64,64,0
"Gm19215",596,596,0
"Gm34244",4233,1388,2845
"Gm34306",20311,1125,19186
"Gm4258",62310,1820,60490
"LOC105246715",14165,11966,2199
"Mir181a-1",87,87,0
"Mir181b-1",80,80,0
"Gm34353",14017,2465,11552
"Ptprc",112897,5873,107024
"Gm18667",513,513,0
"Atp6v1g3",15725,1887,13838
"LOC105246716",1415,450,965
"Nek7",135674,4057,131617
"Gm5833",41981,1930,40051
"Gm8790",35529,695,34834
"Lhx9",23464,9098,14366
"2310009B15Rik",4876,571,4305
"1700019P21Rik",694,425,269
"Dennd1b",212598,8637,203961
"4930596I21Rik",1590,460,1130
"Gm18553",609,609,0
"Gm16305",565,565,0
"Gm16304",2543,2543,0
"LOC105246718",1843,553,1290
"LOC105246717",3754,1681,2073
"Crb1",181573,8603,172970
"4933436E23Rik",23401,1111,22290
"Gm34816",5585,500,5085
"Zbtb41",31289,9189,22100
"LOC105246719",11074,4196,6878
"Aspm",39319,10243,29076
"F13b",22206,2555,19651
"Cfhr1",13159,1732,11427
"Cfhr3",85803,2299,83504
"Gm4788",83321,2887,80434
"LOC105246720",2535,1548,987
"Cfhr2",48408,1602,46806
"LOC100534331",65535,65535,0
"Gm16332",58362,58362,0
"Gm5837",1634,1634,0
"Cfh",97557,4365,93192
"Kcnt2",368304,8377,359927
"4930590L20Rik",86227,551,85676
"Gm29700",493,493,0
"Gm4845",737,737,0
"Gm18183",833,833,0
"Gm5835",1379,1379,0
"Gm35244",26720,327,26393
"Gm35303",13579,836,12743
"Cdc73",95390,5164,90226
"B3galt2",9241,4578,4663
"Gm6397",1338,1338,0
